 1    	0.0000    	10.535278   
 2    	0.0787    	10.476929   
 3    	0.1575    	10.622925   
 4    	0.2362    	10.735229   
 5    	0.3150    	10.780151   
 6    	0.3937    	10.723999   
 7    	0.4724    	10.643126   
 8    	0.5512    	10.753173   
 9    	0.6299    	10.813843   
 10   	0.7087    	10.878967   
 11   	0.7874    	10.883422   
 12   	0.8661    	10.807068   
 13   	0.9449    	10.878967   
 14   	1.0236    	10.914917   
 15   	1.1024    	10.804810   
 16   	1.1811    	10.914917   
 17   	1.2598    	10.863220   
 18   	1.3386    	10.688049   
 19   	1.4173    	10.741943   
 20   	1.4961    	10.683533   
 21   	1.5748    	10.503845   
 22   	1.6535    	10.600464   
 23   	1.7323    	10.690307   
 24   	1.8110    	10.876709   
 25   	1.8898    	10.881226   
 26   	1.9685    	10.703735   
 27   	2.0472    	10.557739   
 28   	2.1260    	10.533080   
 29   	2.2047    	10.679077   
 30   	2.2835    	10.602661   
 31   	2.3622    	10.658813   
 32   	2.4409    	10.656616   
 33   	2.5197    	10.598205   
 34   	2.5984    	10.634154   
 35   	2.6772    	10.530823   
 36   	2.7559    	10.654358   
 37   	2.8346    	10.717223   
 38   	2.9134    	10.735229   
 39   	2.9921    	10.667847   
 40   	3.0709    	10.728455   
 41   	3.1496    	10.676819   
 42   	3.2283    	10.800353   
 43   	3.3071    	10.894653   
 44   	3.3858    	10.757690   
 45   	3.4646    	10.654358   
 46   	3.5433    	10.645386   
 47   	3.6220    	10.515075   
 48   	3.7008    	10.454468   
 49   	3.7795    	10.591431   
 50   	3.8583    	10.869995   
 51   	3.9370    	10.784607   
 52   	4.0157    	10.780151   
 53   	4.0945    	10.694763   
 54   	4.1732    	10.708251   
 55   	4.2520    	10.728455   
 56   	4.3307    	10.643126   
 57   	4.4094    	10.479125   
 58   	4.4882    	10.638611   
 59   	4.5669    	10.593689   
 60   	4.6457    	10.586975   
 61   	4.7244    	10.584717   
 62   	4.8031    	10.719482   
 63   	4.8819    	10.640869   
 64   	4.9606    	10.703735   
 65   	5.0394    	10.506103   
 66   	5.1181    	10.609436   
 67   	5.1969    	10.609436   
 68   	5.2756    	10.517334   
 69   	5.3543    	10.618408   
 70   	5.4331    	10.620667   
 71   	5.5118    	10.638611   
 72   	5.5906    	10.553284   
 73   	5.6693    	10.622925   
 74   	5.7480    	10.546509   
 75   	5.8268    	-2.862671   
 76   	5.9055    	-14.032471  
 77   	5.9843    	-3.902588   
 78   	6.0630    	2.658264    
 79   	6.1417    	3.891357    
 80   	6.2205    	6.173400    
 81   	6.2992    	7.956787    
 82   	6.3780    	9.308960    
 83   	6.4567    	10.229857   
 84   	6.5354    	11.195679   
 85   	6.6142    	11.590942   
 86   	6.6929    	11.945861   
 87   	6.7717    	12.186156   
 88   	6.8504    	12.660095   
 89   	6.9291    	12.842041   
 90   	7.0079    	12.781371   
 91   	7.0866    	12.567993   
 92   	7.1654    	12.480408   
 93   	7.2441    	12.417542   
 94   	7.3228    	12.448975   
 95   	7.4016    	12.556763   
 96   	7.4803    	12.457947   
 97   	7.5591    	12.475952   
 98   	7.6378    	12.408569   
 99   	7.7165    	12.332152   
 100  	7.7953    	12.255798   
 101  	7.8740    	12.046935   
 102  	7.9528    	12.042419   
 103  	8.0315    	11.696533   
 104  	8.1102    	11.788635   
 105  	8.1890    	11.593201   
 106  	8.2677    	11.593201   
 107  	8.3465    	11.557251   
 108  	8.4252    	11.575256   
 109  	8.5039    	11.523560   
 110  	8.5827    	11.595459   
 111  	8.6614    	11.483154   
 112  	8.7402    	11.523560   
 113  	8.8189    	11.712280   
 114  	8.8976    	11.752686   
 115  	8.9764    	11.862732   
 116  	9.0551    	11.914429   
 117  	9.1339    	11.723511   
 118  	9.2126    	11.741455   
 119  	9.2913    	11.896423   
 120  	9.3701    	11.507874   
 121  	9.4488    	11.516846   
 122  	9.5276    	11.507874   
 123  	9.6063    	11.519104   
 124  	9.6850    	11.528076   
 125  	9.7638    	11.588744   
 126  	9.8425    	11.532593   
 127  	9.9213    	11.521362   
 128  	10.0000   	11.480896   

