
 1    	0.0000    	-1.546929   
 2    	0.0049    	-1.500052   
 3    	0.0098    	-1.515678   
 4    	0.0147    	-1.468806   
 5    	0.0195    	-1.515678   
 6    	0.0244    	-1.890678   
 7    	0.0293    	-1.703180   
 8    	0.0342    	-1.375052   
 9    	0.0391    	-1.531303   
 10   	0.0440    	-1.515678   
 11   	0.0488    	-1.687555   
 12   	0.0537    	-1.703180   
 13   	0.0586    	-1.640678   
 14   	0.0635    	-1.578180   
 15   	0.0684    	-1.359431   
 16   	0.0733    	-1.687555   
 17   	0.0781    	-1.703180   
 18   	0.0830    	-1.609432   
 19   	0.0879    	-1.468806   
 20   	0.0928    	-1.562555   
 21   	0.0977    	-2.062555   
 22   	0.1026    	-1.953181   
 23   	0.1074    	-2.031304   
 24   	0.1123    	-2.015678   
 25   	0.1172    	-1.843806   
 26   	0.1221    	-1.875052   
 27   	0.1270    	-1.765678   
 28   	0.1319    	-1.531303   
 29   	0.1368    	-1.734427   
 30   	0.1416    	-1.812555   
 31   	0.1465    	-1.750052   
 32   	0.1514    	-1.562555   
 33   	0.1563    	-1.515678   
 34   	0.1612    	-1.671929   
 35   	0.1661    	-1.875052   
 36   	0.1709    	-1.781304   
 37   	0.1758    	-1.671929   
 38   	0.1807    	-1.640678   
 39   	0.1856    	-1.578180   
 40   	0.1905    	-1.500052   
 41   	0.1954    	-1.609432   
 42   	0.2002    	-1.812555   
 43   	0.2051    	-1.468806   
 44   	0.2100    	-1.562555   
 45   	0.2149    	-1.640678   
 46   	0.2198    	-1.562555   
 47   	0.2247    	-1.484431   
 48   	0.2295    	-1.328180   
 49   	0.2344    	-1.640678   
 50   	0.2393    	-1.703180   
 51   	0.2442    	-1.953181   
 52   	0.2491    	-1.906304   
 53   	0.2540    	-1.734427   
 54   	0.2589    	-1.687555   
 55   	0.2637    	-1.562555   
 56   	0.2686    	-1.656303   
 57   	0.2735    	-1.812555   
 58   	0.2784    	-1.687555   
 59   	0.2833    	-1.812555   
 60   	0.2882    	-1.640678   
 61   	0.2930    	-1.531303   
 62   	0.2979    	-1.796929   
 63   	0.3028    	-1.734427   
 64   	0.3077    	-1.718806   
 65   	0.3126    	-1.671929   
 66   	0.3175    	-1.578180   
 67   	0.3223    	-1.625052   
 68   	0.3272    	-1.531303   
 69   	0.3321    	-1.765678   
 70   	0.3370    	-1.796929   
 71   	0.3419    	-1.656303   
 72   	0.3468    	-1.718806   
 73   	0.3516    	-1.718806   
 74   	0.3565    	-1.796929   
 75   	0.3614    	-2.031304   
 76   	0.3663    	-1.796929   
 77   	0.3712    	-1.796929   
 78   	0.3761    	-1.750052   
 79   	0.3810    	-1.750052   
 80   	0.3858    	-2.078181   
 81   	0.3907    	-1.625052   
 82   	0.3956    	-1.531303   
 83   	0.4005    	-1.671929   
 84   	0.4054    	-1.656303   
 85   	0.4103    	-1.781304   
 86   	0.4151    	-2.015678   
 87   	0.4200    	-1.703180   
 88   	0.4249    	-1.812555   
 89   	0.4298    	-1.796929   
 90   	0.4347    	-1.765678   
 91   	0.4396    	-1.906304   
 92   	0.4444    	-1.968806   
 93   	0.4493    	-1.765678   
 94   	0.4542    	-1.656303   
 95   	0.4591    	-1.859427   
 96   	0.4640    	-1.937555   
 97   	0.4689    	-1.531303   
 98   	0.4737    	-1.546929   
 99   	0.4786    	-1.859427   
 100  	0.4835    	-1.890678   
 101  	0.4884    	-1.859427   
 102  	0.4933    	-1.734427   
 103  	0.4982    	-2.093807   
 104  	0.5031    	-1.984427   
 105  	0.5079    	-2.046930   
 106  	0.5128    	-2.015678   
 107  	0.5177    	-1.890678   
 108  	0.5226    	-1.843806   
 109  	0.5275    	-1.625052   
 110  	0.5324    	-1.609432   
 111  	0.5372    	-1.781304   
 112  	0.5421    	-1.718806   
 113  	0.5470    	-1.734427   
 114  	0.5519    	-1.765678   
 115  	0.5568    	-1.687555   
 116  	0.5617    	-1.765678   
 117  	0.5665    	-1.906304   
 118  	0.5714    	-1.843806   
 119  	0.5763    	-1.828181   
 120  	0.5812    	-1.859427   
 121  	0.5861    	-1.890678   
 122  	0.5910    	-1.984427   
 123  	0.5958    	-1.859427   
 124  	0.6007    	-2.000052   
 125  	0.6056    	-1.812555   
 126  	0.6105    	-1.937555   
 127  	0.6154    	-1.937555   
 128  	0.6203    	-1.859427   
 129  	0.6252    	-1.734427   
 130  	0.6300    	-1.984427   
 131  	0.6349    	-1.921929   
 132  	0.6398    	-2.078181   
 133  	0.6447    	-1.843806   
 134  	0.6496    	-1.937555   
 135  	0.6545    	-1.937555   
 136  	0.6593    	-2.062555   
 137  	0.6642    	-1.859427   
 138  	0.6691    	-1.984427   
 139  	0.6740    	-1.843806   
 140  	0.6789    	-1.937555   
 141  	0.6838    	-1.984427   
 142  	0.6886    	-1.984427   
 143  	0.6935    	-2.031304   
