
 1    	0.0000    	-3.437617   
 2    	0.0049    	-3.156366   
 3    	0.0098    	-3.437617   
 4    	0.0147    	-3.140740   
 5    	0.0195    	-3.031305   
 6    	0.0244    	-3.171991   
 7    	0.0293    	-3.515741   
 8    	0.0342    	-3.546992   
 9    	0.0391    	-3.500115   
 10   	0.0440    	-3.265740   
 11   	0.0488    	-3.500115   
 12   	0.0537    	-3.453238   
 13   	0.0586    	-3.468864   
 14   	0.0635    	-3.000054   
 15   	0.0684    	-3.234489   
 16   	0.0733    	-3.250115   
 17   	0.0781    	-3.109489   
 18   	0.0830    	-3.375115   
 19   	0.0879    	-3.218863   
 20   	0.0928    	-3.218863   
 21   	0.0977    	-3.250115   
 22   	0.1026    	-3.406366   
 23   	0.1074    	-3.265740   
 24   	0.1123    	-3.265740   
 25   	0.1172    	-3.390740   
 26   	0.1221    	-3.359489   
 27   	0.1270    	-3.500115   
 28   	0.1319    	-3.359489   
 29   	0.1368    	-3.234489   
 30   	0.1416    	-3.234489   
 31   	0.1465    	-3.203238   
 32   	0.1514    	-3.109489   
 33   	0.1563    	-3.265740   
 34   	0.1612    	-3.281366   
 35   	0.1661    	-3.343863   
 36   	0.1709    	-3.328238   
 37   	0.1758    	-3.265740   
 38   	0.1807    	-3.125114   
 39   	0.1856    	-3.234489   
 40   	0.1905    	-3.453238   
 41   	0.1954    	-3.453238   
 42   	0.2002    	-3.312617   
 43   	0.2051    	-3.140740   
 44   	0.2100    	-3.250115   
 45   	0.2149    	-3.531366   
 46   	0.2198    	-3.437617   
 47   	0.2247    	-3.500115   
 48   	0.2295    	-3.265740   
 49   	0.2344    	-3.234489   
 50   	0.2393    	-3.156366   
 51   	0.2442    	-3.156366   
 52   	0.2491    	-3.218863   
 53   	0.2540    	-3.390740   
 54   	0.2589    	-3.390740   
 55   	0.2637    	-3.187617   
 56   	0.2686    	-3.343863   
 57   	0.2735    	-3.375115   
 58   	0.2784    	-3.156366   
 59   	0.2833    	-3.328238   
 60   	0.2882    	-3.062556   
 61   	0.2930    	-3.375115   
 62   	0.2979    	-3.218863   
 63   	0.3028    	-3.250115   
 64   	0.3077    	-3.312617   
 65   	0.3126    	-3.203238   
 66   	0.3175    	-3.187617   
 67   	0.3223    	-3.281366   
 68   	0.3272    	-3.468864   
